PeakID (cmd=annotatePeaks.pl /home/ttroutman/2020_seidman_troutman_sakai_etal/intersect_ATAC_H3K27ac_RNA_20191027/mergePeaks_C57_NoTx_Tim4Pos20wkNASH.txt mm10 -d /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ -size 1000) (cmd=getDiffExpression.pl /home/psaisan/MCAT/KC-H_KC_N_H3k27ac_at_peaks_w1000.txt WT WT KO KO -log2fold 1 -raw)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ Tag Count in 1000 bp (9468035.0 Total, normalization factor = 1.06, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ Tag Count in 1000 bp (22615879.0 Total, normalization factor = 0.44, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ Tag Count in 1000 bp (18749728.0 Total, normalization factor = 0.53, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ Tag Count in 1000 bp (19231109.0 Total, normalization factor = 0.52, effective total = 10000000)	WT vs. KO Log2 Fold Change	WT vs. KO p-value	WT vs. KO adj. p-value
Merged-chr4-132010655-1	chr4	132010555	132010755	+	22.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_183428, intron 1 of 20)	intron (NM_183428, intron 1 of 20)	38423.0	NM_001128606	269587.0	Mm.30038	NM_183428	ENSMUSG00000028906	Epb41	4.1R|AI415518|D4Ertd442e|Elp-1|Elp1|Epb4.1|mKIAA4056	erythrocyte membrane protein band 4.1	protein-coding	116.18	148.57	22.4	15.08	-2.6093983812327	9.59341494841352e-11	1.19715503056256e-08
Merged-chr4-11579247-1	chr4	11579147	11579347	+	18.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	promoter-TSS (NM_001256142)	promoter-TSS (NM_001256142)	-415.0	NM_001256142	100503583.0	Mm.249437	NM_001256142	ENSMUSG00000094595	Fsbp	-	fibrinogen silencer binding protein	protein-coding	52.81	69.86	13.33	20.8	-1.60663901061387	0.00114931439642	0.0130053171764948
Merged-chr10-53435520-1	chr10	53435420	53435620	+	12.3	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	25638.0	NR_152767	102640074.0	Mm.412957	NR_152767		Gm36229	-	predicted gene, 36229	ncRNA	106.67	96.39	30.4	32.76	-1.43898412906128	0.00010822254379	0.0019443406206301
Merged-chr19-55491483-1	chr19	55491383	55491583	+	17.200001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001360431, intron 6 of 8)	intron (NM_001360431, intron 6 of 8)	175426.0	NM_016862	53611.0	Mm.258637	NM_016862	ENSMUSG00000024983	Vti1a	1110014F16Rik|1110018K19Rik|4921537J05Rik|MVti1|MVti1a|Vti1|Vti1-rp2	vesicle transport through interaction with t-SNAREs 1A	protein-coding	23.24	17.69	1.07	2.6	-3.09620157355308	0.0026039722949504	0.0246092345861706
Merged-chr7-136327498-1	chr7	136327398	136327598	+	18.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	21917.0	NR_040459	330664.0	Mm.127762	NR_040459	ENSMUSG00000109633	C230079O03Rik	C230079O03	RIKEN cDNA C230079O03 gene	ncRNA	29.57	23.43	1.07	1.56	-3.88816687187103	0.0002519032032509	0.0038618724372636
Merged-chr6-145277080-1	chr6	145276980	145277180	+	8.91	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	26528.0	NR_045598	100039495.0	Mm.121014	NR_045598	ENSMUSG00000086013	Gm15706	-	predicted gene 15706	ncRNA	88.72	107.45	33.6	19.76	-1.6316038956115	4.64012315054658e-05	0.0009674898528809
Merged-chr7-105810032-1	chr7	105809932	105810132	+	16.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	exon (NM_025301, exon 3 of 3)	exon (NM_025301, exon 3 of 3)	1055.0	NM_025301	27397.0	Mm.44225	NM_025301	ENSMUSG00000030879	Mrpl17	MRP-L26|Rpml26	mitochondrial ribosomal protein L17	protein-coding	73.93	75.61	30.4	23.92	-1.23521303441123	0.002625160692109	0.0247771957516283
Merged-chr4-132792838-1	chr4	132792738	132792938	+	8.3	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001033308, intron 1 of 5)	intron (NM_001033308, intron 1 of 5)	3526.0	NM_001033308	230787.0	Mm.290912	NM_001033308	ENSMUSG00000037731	Themis2	ICB-1	thymocyte selection associated family member 2	protein-coding	47.53	37.58	10.13	8.84	-1.93102802023037	0.0009972005814571	0.0116154702404473
Merged-chr11-108223358-2	chr11	108223258	108223458	+	27.799999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_011101, intron 2 of 16)	intron (NM_011101, intron 2 of 16)	120530.0	NM_011101	18750.0	Mm.222178	NM_011101	ENSMUSG00000050965	Prkca	AI875142|Pkca	protein kinase C, alpha	protein-coding	280.95	294.04	121.07	94.64	-1.17541957593505	1.59688114360317e-06	5.54225559549402e-05
Merged-chr4-132491934-2	chr4	132491834	132492034	+	25.049999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	TTS (NM_144907)	TTS (NM_144907)	18522.0	NM_144907	230784.0	Mm.23608	NM_144907	ENSMUSG00000028893	Sesn2	HI95|SEST2|Ses2	sestrin 2	protein-coding	108.79	127.79	31.47	49.4	-1.31453454918596	0.0003486415037497	0.0050038636008125
Merged-chr15-54929526-2	chr15	54929426	54929626	+	78.599998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-9380.0	NM_001285995	18606.0	Mm.250256	NM_015744	ENSMUSG00000022425	Enpp2	ATX|E-NPP 2|Npps2|PD-Ialpha|Pdnp2|lysoPLD	ectonucleotide pyrophosphatase/phosphodiesterase 2	protein-coding	22.18	44.66	2.13	5.2	-3.01910381898807	0.0002571883263423	0.0039224388675588
Merged-chr6-29216019-2	chr6	29215919	29216119	+	33.150002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001302933, intron 1 of 14)	CpG	345.0	NM_001302933	23917.0	Mm.260707	NM_011829	ENSMUSG00000003500	Impdh1	B930086D20Rik|IMPDH-I	inosine monophosphate dehydrogenase 1	protein-coding	120.41	108.33	25.6	26.0	-1.88585171142877	4.76158082135178e-07	1.95818745797718e-05
Merged-chr17-67450669-1	chr17	67450569	67450769	+	18.799999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	PB1D11|SINE|Alu	-96178.0	NM_001357625	19274.0	Mm.311809	NM_008984	ENSMUSG00000033278	Ptprm	RPTPmu|mKIAA4044	protein tyrosine phosphatase, receptor type, M	protein-coding	123.57	105.24	11.2	16.64	-2.77735243711618	1.72080000055612e-10	1.9970572326454e-08
Merged-chr10-127746035-1	chr10	127745935	127746135	+	17.799999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	3' UTR (NM_198035, exon 2 of 2)	3' UTR (NM_198035, exon 2 of 2)	5763.0	NM_007412	11536.0	Mm.2857	NM_007412	ENSMUSG00000058396	Gpr182	AM-R|Admr|G10-D|Gpcr17|Gpcr22|MB10|NOW	G protein-coupled receptor 182	protein-coding	54.92	39.8	7.47	7.28	-2.51151540903914	4.71299738229443e-05	0.0009802189931985
Merged-chr15-101254079-2	chr15	101253979	101254179	+	52.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	CpG	-12767.0	NM_010444	15370.0	Mm.119	NM_010444	ENSMUSG00000023034	Nr4a1	GFRP1|Gfrp|Hbr-1|Hbr1|Hmr|N10|NGFI-B|NGFIB|NP10|NUR77-1|NUR77-2|TIS1|TR3|nur77	nuclear receptor subfamily 4, group A, member 1	protein-coding	297.84	323.22	121.6	120.64	-1.11096307526333	3.18087794181849e-06	9.97712455837306e-05
Merged-chr12-111037574-1	chr12	111037474	111037674	+	9.22	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-2224.0	NM_198023	217864.0	Mm.23808	NM_198023	ENSMUSG00000037896	Rcor1	5730409O11|6720480E22Rik|AU042633|D12Wsu95e|Rocr1|mKIAA0071	REST corepressor 1	protein-coding	78.16	104.35	29.33	24.44	-1.54644042135756	0.0001380992214887	0.0023736621816732
Merged-chr4-101155728-2	chr4	101155628	101155828	+	75.300003	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_146145, intron 22 of 24)	intron (NM_146145, intron 22 of 24)	86690.0	NM_183024	242570.0	Mm.185636	NM_183024	ENSMUSG00000035275	Raver2	A430091O22Rik	ribonucleoprotein, PTB-binding 2	protein-coding	53.87	54.83	18.13	18.72	-1.31352927486875	0.0060732990688759	0.0469198941645142
Merged-chr5-105582640-2	chr5	105582540	105582740	+	34.349998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_133897, intron 3 of 3)	intron (NM_133897, intron 3 of 3)	63169.0	NM_133897	100604.0	Mm.319847	NM_133897	ENSMUSG00000054720	Lrrc8c	AD158|AI326115|E430036I04Rik|fad158	leucine rich repeat containing 8 family, member C	protein-coding	156.32	156.09	21.87	16.12	-2.79899020726699	1.00742657777134e-13	2.71897404782966e-11
Merged-chr9-99499819-2	chr9	99499719	99499919	+	13.35	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_028768, intron 15 of 21)	intron (NM_028768, intron 15 of 21)	29398.0	NR_028123	69797.0	Mm.307159	NR_028123	ENSMUSG00000046242	1600029I14Rik	-	RIKEN cDNA 1600029I14 gene	ncRNA	102.45	80.92	48.0	24.96	-1.09202584054086	0.0051123481647942	0.0413570649600606
Merged-chr14-19777561-2	chr14	19777461	19777661	+	22.400002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_008695, intron 4 of 20)	intron (NM_008695, intron 4 of 20)	26304.0	NM_008695	18074.0	Mm.20348	NM_008695	ENSMUSG00000021806	Nid2	AW547149|Ly111|NID-2|entactin-2|nidogen-2	nidogen 2	protein-coding	44.36	34.49	1.6	4.16	-3.4439975321529	1.84690110463534e-05	0.0004491623235485
Merged-chr5-30973882-2	chr5	30973782	30973982	+	30.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	3' UTR (NM_053085, exon 3 of 3)	3' UTR (NM_053085, exon 3 of 3)	5205.0	NM_053085	69852.0	Mm.57874	NM_053085	ENSMUSG00000006642	Tcf23	2010002O16Rik|Out|bHLHa24	transcription factor 23	protein-coding	34.85	19.01	2.67	4.68	-2.48929395216957	0.0024206948653531	0.0232751716573073
Merged-chr9-32676278-1	chr9	32676178	32676378	+	10.5	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-19764.0	NM_001038642	23871.0	Mm.292415	NM_011808	ENSMUSG00000032035	Ets1	AI196000|AI448617|D230050P06|Ets-1|Tpl1|vs	E26 avian leukemia oncogene 1, 5' domain	protein-coding	105.62	121.15	35.73	36.4	-1.41522217320629	7.15209333059691e-05	0.0013824200301914
Merged-chr6-72152848-2	chr6	72152748	72152948	+	33.599998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001035228, intron 6 of 6)	intron (NM_001035228, intron 6 of 6)	-29651.0	NR_045165	71265.0	Mm.442035	NR_045163	ENSMUSG00000108709	4933431G14Rik	4930565C19Rik	RIKEN cDNA 4933431G14 gene	ncRNA	66.54	80.47	26.67	22.36	-1.34923269187024	0.0015146100075528	0.0161797266031423
Merged-chr7-114086284-2	chr7	114086184	114086384	+	15.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_025846, intron 1 of 5)	intron (NM_025846, intron 1 of 5)	31497.0	NM_025846	66922.0	Mm.276572	NM_025846	ENSMUSG00000055723	Rras2	2610016H24Rik|C86394|TC21	related RAS viral (r-ras) oncogene 2	protein-coding	47.53	26.09	10.67	4.68	-1.96649895194297	0.0029631776212207	0.0272192983736858
Merged-chr3-41566207-2	chr3	41566107	41566307	+	29.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001130186, intron 1 of 10)	CpG	1327.0	NM_001130186	269424.0	Mm.286285	NM_172303	ENSMUSG00000025764	Jade1	AU041499|D530048A03Rik|Phf17|mKIAA1807	jade family PHD finger 1	protein-coding	87.66	40.68	19.73	11.44	-1.80839531749029	0.0005460568621025	0.0071381035226908
Merged-chr8-108901457-1	chr8	108901357	108901557	+	45.5	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_007496, intron 4 of 9)	intron (NM_007496, intron 4 of 9)	-35403.0	NR_037295	100526511.0		NR_037295	ENSMUSG00000093241	Mir3108	mir-3108|mmu-mir-3108	microRNA 3108	ncRNA	51.75	48.64	1.6	1.56	-4.4141650807624	4.22558897405015e-07	1.76900645183796e-05
Merged-chr2-5793976-2	chr2	5793876	5794076	+	30.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	TTS (NM_001356501)	TTS (NM_001356501)	-51058.0	NM_016918	53893.0	Mm.251904	NM_016918	ENSMUSG00000025817	Nudt5	-	nudix (nucleoside diphosphate linked moiety X)-type motif 5	protein-coding	34.85	49.52	7.47	4.16	-2.72297337886428	6.34761624823352e-05	0.0012507067165916
Merged-chr1-72412891-1	chr1	72412791	72412991	+	9.53	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	105470.0	NM_001357519	22596.0	Mm.246952	NM_009533	ENSMUSG00000026187	Xrcc5	AI314015|CTC85|CTCBF|Ku80|Ku86	X-ray repair complementing defective repair in Chinese hamster cells 5	protein-coding	58.09	48.2	9.6	4.16	-2.68594942682537	1.06277101608592e-05	0.0002800609162144
Merged-chr16-32673068-1	chr16	32672968	32673168	+	16.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	promoter-TSS (NM_001347185)	promoter-TSS (NM_001347185)	-86.0	NM_001289443	51789.0	Mm.251115	NM_016788	ENSMUSG00000022791	Tnk2	Ack|Ack-1|Ack1|Cdgip|Pyk1	tyrosine kinase, non-receptor, 2	protein-coding	81.33	66.33	1.07	1.04	-5.95258512498493	7.19588695510079e-08	3.86983996611338e-06
Merged-chr3-148958894-1	chr3	148958794	148958994	+	12.3	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-4259.0	NM_001081298	99633.0	Mm.9776	NM_001081298	ENSMUSG00000028184	Adgrl2	AI450192|CIRL-2|Gm619|Lec1|Lphh1|Lphn2|mKIAA0786	adhesion G protein-coupled receptor L2	protein-coding	46.47	54.83	4.8	6.24	-2.95702950930114	4.71208607018819e-06	0.0001403635618043
Merged-chr17-33639913-2	chr17	33639813	33640013	+	22.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NR_028279, intron 1 of 9)	intron (NR_028279, intron 1 of 9)	1818.0	NR_028279	378460.0	Mm.272606	NM_001002842	ENSMUSG00000032739	Pram1	AY665714	PML-RAR alpha-regulated adaptor molecule 1	protein-coding	144.7	89.32	45.33	35.88	-1.28018489791163	0.0004006483849026	0.0055692867053842
Merged-chr18-77796273-2	chr18	77796173	77796373	+	50.5	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	non-coding (NR_152167, exon 1 of 3)	non-coding (NR_152167, exon 1 of 3)	117.0	NR_152167	619308.0	Mm.490456	NM_001033812		F830208F22Rik	-	RIKEN cDNA F830208F22 gene	ncRNA	219.69	260.88	107.2	82.68	-1.10631376899828	3.08136729755264e-05	0.0006938397368067
Merged-chr16-58476538-2	chr16	58476438	58476638	+	45.300003	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001357433, intron 6 of 10)	intron (NM_001357433, intron 6 of 10)	46888.0	NM_018784	54613.0	Mm.212742	NM_018784	ENSMUSG00000022747	St3gal6	1700023B24Rik|AI930218|AW552396|Siat10|St3galVI	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	protein-coding	148.92	145.92	56.0	50.44	-1.23438007293955	6.2601418159317e-05	0.0012351487560458
Merged-chr5-31200474-1	chr5	31200374	31200574	+	8.61	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	exon (NM_175311, exon 3 of 4)	exon (NM_175311, exon 3 of 4)	1568.0	NM_001177901	101023.0	Mm.45033	NM_175311	ENSMUSG00000043059	Zfp513	AW990386|D430028M17Rik|Znf513	zinc finger protein 513	protein-coding	102.45	101.7	46.4	38.48	-1.04017876254318	0.0029518915762837	0.0271419890212983
Merged-chr13-60683551-2	chr13	60683451	60683651	+	46.199997	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_134062, intron 2 of 26)	ORR1E|LTR|ERVL-MaLR	81340.0	NM_134062	69635.0	Mm.24103	NM_029653	ENSMUSG00000021559	Dapk1	D13Ucla1|DAP-Kinase	death associated protein kinase 1	protein-coding	170.05	186.59	83.2	67.6	-1.00411599091739	0.0003938333986677	0.0054908627161205
Merged-chr12-75733486-2	chr12	75733386	75733586	+	21.549999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_030750, intron 1 of 2)	(TC)n|Simple_repeat|Simple_repeat	2243.0	NM_030750	81535.0	Mm.280199	NM_030750	ENSMUSG00000021054	Sgpp1	AI463453|SPP|SPP1|Spph1	sphingosine-1-phosphate phosphatase 1	protein-coding	96.11	130.88	36.27	37.44	-1.39875880271718	0.0001411897118946	0.0024133141184606
Merged-chr2-27767013-1	chr2	27766913	27767113	+	12.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	56430.0	NM_001290482	20181.0	Mm.24624	NM_011305	ENSMUSG00000015846	Rxra	9530071D11Rik|Nr2b1|RXRalpha1	retinoid X receptor alpha	protein-coding	31.69	18.57	3.2	0.52	-3.42846847180339	0.0005606758539186	0.0073012427682534
Merged-chr3-27302249-1	chr3	27302149	27302349	+	15.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-14828.0	NM_009425	22035.0	Mm.1062	NM_009425	ENSMUSG00000039304	Tnfsf10	A330042I21Rik|AI448571|APO-2L|Ly81|TL2|Tnlg6a|Trail	tumor necrosis factor (ligand) superfamily, member 10	protein-coding	111.96	131.32	66.67	34.84	-1.02831988105485	0.0035800802961198	0.0315079776004682
Merged-chr10-62582428-2	chr10	62582328	62582528	+	32.599998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	exon (NM_019553, exon 15 of 15)	exon (NM_019553, exon 15 of 15)	-3971.0	NM_028197	72320.0	Mm.258955	NM_028197	ENSMUSG00000036955	Kif1bp	0710007C18Rik|2510003E04Rik|KBP|mKIAA1279	KIF1 binding protein	protein-coding	101.39	100.37	33.07	28.6	-1.45515427754108	9.13323277619967e-05	0.0016894297045092
Merged-chr9-22468363-2	chr9	22468263	22468463	+	45.300003	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_018739)	promoter-TSS (NM_018739)	-7.0	NM_018739	55934.0	Mm.38235	NM_018739	ENSMUSG00000032239	Rp9	PAP-1|Rp9h	retinitis pigmentosa 9 (human)	protein-coding	94.0	79.59	36.8	34.32	-1.04702194218836	0.0051798666949167	0.0417336322284704
Merged-chr16-44026424-2	chr16	44026324	44026524	+	17.75	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001359085, intron 5 of 16)	L1M4|LINE|L1	1521.0	NM_001172107	207798.0	Mm.19316	NM_153528	ENSMUSG00000036292	Gramd1c	4921521N14Rik	GRAM domain containing 1C	protein-coding	91.89	104.35	16.53	17.16	-2.28622088698772	8.63931586279669e-08	4.54088389103717e-06
Merged-chr19-47464519-1	chr19	47464419	47464619	+	24.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	promoter-TSS (NM_001164717)	promoter-TSS (NM_001164717)	-108.0	NM_001164717	14218.0	Mm.127560	NM_008018	ENSMUSG00000053617	Sh3pxd2a	2310014D11Rik|AA589508|AI256723|AI413738|C230050L11|EG329070|Fish|Gm5098|Sh3md1|TSK5|Tks5	SH3 and PX domains 2A	protein-coding	129.91	71.19	35.2	28.6	-1.39716996763571	0.000461898828823	0.0062535238777688
Merged-chr1-77832393-2	chr1	77832293	77832493	+	47.550003	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-317305.0	NM_007936	13838.0	Mm.400747	NM_007936	ENSMUSG00000026235	Epha4	2900005C20Rik|AI385584|Cek8|Hek8|Sek|Sek1|Tyro1|rb	Eph receptor A4	protein-coding	59.15	37.58	1.6	5.2	-3.5295851025715	2.29479534231826e-06	7.54448098179613e-05
Merged-chr8-120119161-2	chr8	120119061	120119261	+	13.65	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_172286, intron 1 of 12)	intron (NM_172286, intron 1 of 12)	5009.0	NM_001163762	234797.0	Mm.101958	NM_172286	ENSMUSG00000031824	6430548M08Rik	AW049007|Kiaa0513|mKIAA0513	RIKEN cDNA 6430548M08 gene	protein-coding	38.02	34.93	10.67	7.8	-1.70221824340687	0.0053062736524679	0.0424582378973739
