PeakID	ATF3	AP-1	MITF(bHLH)	PB0058.1_Sfpi1_1	IRF1(IRF)	LXR-HALF	TEF	LXRE(NR),DR4
Merged-chr1-144203081-1	1	1	0	0	1	1	1	0
Merged-chr15-9528379-1	1	1	1	1	0	0	0	0
Merged-chr2-32882818-2	1	0	0	1	0	0	1	0
Merged-chr10-94378521-2	0	1	0	1	0	1	1	0
Merged-chr11-121741707-2	0	1	1	1	0	0	0	0
Merged-chr2-71814218-2	0	0	0	1	0	0	1	0
Merged-chr19-32211036-2	1	0	1	1	0	0	0	0
Merged-chr4-144981295-2	0	1	1	0	0	1	1	1
Merged-chr2-146517085-2	0	1	1	1	1	0	1	0
Merged-chr10-82953629-2	1	0	0	1	0	0	1	0
Merged-chr3-132035383-2	0	1	1	1	0	1	1	0
Merged-chr2-71261591-1	1	1	1	1	0	1	1	0
Merged-chr13-5870508-2	1	1	1	1	0	0	1	0
Merged-chr10-121507502-2	0	0	0	1	0	1	0	0
Merged-chr2-32424160-2	0	1	0	0	1	1	1	0
Merged-chr4-9641221-2	0	1	1	1	1	1	0	0
Merged-chr17-23677488-2	0	0	0	0	0	1	1	0
Merged-chr1-135132621-2	0	0	0	1	0	0	0	0
Merged-chr1-87849545-2	0	1	1	1	1	0	0	0
Merged-chr3-88503301-2	1	0	0	0	0	0	0	0
Merged-chr13-85430221-2	1	1	1	1	1	1	0	0
Merged-chr1-144250605-2	1	1	1	1	1	1	1	1
Merged-chr7-139984788-1	0	1	1	0	0	1	0	0
Merged-chr7-112285754-1	0	1	0	1	1	1	1	1
Merged-chr1-177711564-1	1	0	1	0	0	1	0	0
Merged-chr6-87916174-2	1	0	0	1	1	1	0	0
Merged-chr18-24245958-1	1	0	1	0	1	1	1	1
Merged-chr19-32179743-2	0	0	1	1	0	0	1	0
Merged-chr17-6006284-2	0	1	1	1	0	1	1	0
Merged-chr17-5206993-2	1	0	1	0	1	0	1	0
Merged-chr2-136921239-2	0	0	0	1	1	1	0	0
Merged-chr3-36449457-2	1	1	1	1	1	1	0	0
Merged-chr14-19417066-2	0	0	0	0	1	0	1	0
Merged-chr3-21808743-2	1	1	1	1	0	0	1	0
Merged-chr3-110250166-2	0	0	1	1	0	1	1	0
Merged-chr14-70402592-2	0	0	1	1	0	0	1	0
Merged-chr4-32358796-2	0	0	0	1	1	0	0	0
Merged-chr13-10107045-2	0	1	0	1	0	1	0	0
Merged-chr14-64330605-2	0	0	1	1	1	1	1	0
Merged-chr2-13574567-2	0	1	1	0	0	1	1	0
Merged-chr6-15726615-2	1	0	1	1	0	0	1	0
Merged-chr12-108918961-2	1	0	1	1	1	1	1	1
Merged-chr6-136966086-1	1	0	1	1	1	0	0	0
Merged-chr5-129995197-1	1	0	1	0	0	0	1	0
Merged-chr7-96790513-1	0	0	1	1	0	1	0	0
Merged-chr12-111182080-2	0	1	1	1	1	1	1	0
Merged-chr8-36095097-2	0	0	0	0	0	0	1	0
Merged-chr10-94923421-2	0	0	1	1	1	1	0	0
Merged-chr16-87713194-2	1	0	0	1	1	0	1	0
Merged-chr14-120279075-2	1	0	1	1	0	1	0	0
Merged-chr17-12783427-2	0	1	1	1	1	0	1	0
Merged-chr3-104790974-2	1	0	1	1	0	1	0	1
Merged-chr11-46461579-2	1	0	1	1	1	1	1	0
Merged-chr11-104001207-2	0	1	0	1	0	0	0	0
Merged-chr5-72796495-2	0	0	0	1	1	0	0	1
Merged-chr19-16371947-1	1	1	1	1	0	1	1	0
Merged-chr8-36165103-1	1	0	1	1	0	0	0	0
Merged-chr15-79347383-2	0	0	1	0	0	1	1	0
Merged-chr15-31331987-2	1	0	0	1	1	0	1	1
Merged-chr2-69129023-2	1	1	1	1	1	1	1	0
Merged-chr19-32181376-2	0	0	1	0	0	0	1	0
Merged-chr12-17000122-2	0	0	0	1	0	0	0	0
Merged-chr4-32274993-2	0	1	1	1	0	1	1	0
Merged-chr7-119920655-2	1	1	1	0	0	1	0	0
Merged-chr6-86779389-2	0	1	1	1	0	1	1	1
Merged-chr8-106958405-2	1	0	1	1	1	1	0	1
Merged-chr18-68062160-2	0	1	1	1	0	1	1	0
Merged-chr19-53800765-1	1	0	0	0	0	1	0	0
Merged-chr10-94960243-1	1	0	1	1	0	1	0	0
Merged-chr3-50443623-1	0	0	1	1	0	0	1	0
Merged-chr7-96856190-1	1	0	0	1	1	1	0	0
Merged-chr9-121675174-2	1	1	1	1	0	1	0	0
Merged-chr19-38025539-2	1	1	1	1	1	0	1	0
Merged-chr15-73149813-2	1	1	1	1	1	1	1	0
Merged-chr5-4530421-2	0	0	1	1	0	0	0	0
Merged-chr5-98033250-2	0	0	1	1	0	1	0	0
Merged-chr9-63706554-2	1	0	1	1	0	0	0	0
Merged-chr2-144188312-2	1	0	1	0	1	1	1	0
Merged-chr8-119423953-2	0	1	1	1	0	1	1	0
Merged-chr4-145037174-2	0	1	0	1	0	1	1	0
Merged-chr3-54601294-2	1	0	1	1	0	1	0	0
Merged-chr13-49213793-2	1	0	1	1	0	0	1	0
Merged-chr17-47760218-2	0	0	1	1	1	1	1	0
Merged-chr10-60958158-2	0	0	0	0	1	1	1	0
Merged-chr10-121506832-2	0	0	1	0	1	0	0	0
Merged-chr1-182517560-2	1	0	0	1	0	1	0	0
Merged-chr3-104523791-2	0	0	1	1	0	0	1	0
Merged-chr15-38710958-2	0	1	1	1	0	1	1	0
Merged-chr14-64639766-2	1	0	1	1	0	0	1	0
Merged-chr2-13786155-2	0	0	1	0	1	1	1	0
Merged-chr13-13538738-2	1	0	1	1	0	1	0	0
Merged-chr9-7347357-1	1	1	1	1	0	1	1	0
Merged-chr14-48131788-1	0	1	1	1	0	1	1	0
Merged-chr18-78072498-1	1	0	1	1	1	1	1	1
Merged-chr8-57592841-2	0	0	1	1	0	1	0	0
Merged-chr4-150060134-1	1	1	1	1	0	1	1	0
Merged-chr5-53402920-2	0	1	1	1	1	1	1	0
Merged-chr15-59599067-2	1	1	1	1	1	1	1	0
Merged-chr4-53270109-2	0	1	1	1	0	0	0	0
Merged-chr13-52914663-2	1	1	1	1	0	1	0	0
Merged-chr3-50406958-2	0	1	1	1	0	1	1	0
Merged-chr2-60172790-2	0	0	0	1	1	1	1	0
Merged-chr2-38536532-2	1	0	1	1	1	0	1	0
Merged-chr15-6411515-2	1	1	1	0	0	0	1	0
Merged-chr10-112002766-2	0	1	0	1	1	1	0	0
Merged-chr18-60752190-2	0	1	1	1	0	0	1	0
Merged-chr15-79209303-2	0	1	1	1	0	1	1	0
Merged-chr1-183264564-2	0	1	1	0	0	0	0	0
Merged-chr17-80772702-2	1	0	1	0	1	1	1	1
Merged-chr14-66257795-2	1	0	1	1	1	0	0	0
Merged-chr1-191280882-2	0	0	1	1	0	1	0	0
Merged-chr19-8712978-2	0	1	1	1	0	0	1	1
Merged-chr17-50071822-1	1	1	1	1	0	0	1	0
Merged-chr2-167383751-1	1	1	1	1	0	1	1	0
Merged-chr9-25504291-2	0	1	1	1	1	1	1	0
Merged-chr7-123411292-1	1	1	1	1	1	0	0	1
Merged-chr3-10022652-1	0	1	1	0	0	1	1	0
Merged-chr1-191283194-1	0	0	1	0	1	0	0	0
Merged-chr10-111986655-2	0	0	1	1	1	0	1	0
Merged-chr12-81719403-2	0	0	1	1	0	0	0	0
Merged-chr3-133094513-2	0	1	1	1	0	1	0	0
Merged-chr4-120032475-2	0	0	1	0	1	1	0	0
Merged-chr2-6459835-2	0	1	1	1	1	0	1	0
Merged-chr7-75822526-2	1	0	1	1	0	1	0	0
Merged-chr3-51209966-2	1	0	0	1	1	0	0	0
Merged-chr15-67781120-2	1	0	0	0	1	1	1	0
Merged-chr16-12032684-2	1	0	1	0	1	1	0	0
Merged-chr12-69423015-2	0	0	0	1	0	0	1	0
Merged-chr16-13240533-1	1	1	1	0	1	0	1	0
Merged-chr5-139479308-2	1	1	1	1	0	1	1	1
Merged-chr11-70608906-1	0	1	1	0	1	1	0	0
Merged-chr1-105801432-2	0	1	1	1	1	0	0	1
Merged-chr4-9073979-2	1	1	1	1	1	1	1	0
Merged-chr5-134582707-2	0	0	1	1	1	0	0	0
Merged-chr4-33290280-2	1	0	0	0	0	0	1	0
Merged-chr6-135364567-2	0	0	1	1	0	1	1	1
Merged-chr4-135898560-2	0	1	1	1	0	1	1	0
Merged-chr2-160210038-2	1	0	1	1	0	1	1	1
Merged-chr12-36036986-2	1	0	1	0	1	1	0	0
Merged-chr3-51197262-2	0	1	1	1	0	1	1	0
Merged-chr2-31442675-1	1	0	1	1	0	0	0	0
Merged-chr15-34336486-1	1	1	1	1	0	1	0	0
Merged-chr5-86086999-1	0	1	1	1	1	0	0	0
Merged-chr16-52468607-1	1	0	1	1	1	1	0	0
Merged-chr7-27574343-1	1	1	1	1	1	0	1	0
Merged-chr13-52976810-1	1	1	0	0	1	1	1	0
Merged-chr2-132212184-1	1	1	0	1	0	1	0	0
Merged-chr3-37313575-2	1	1	1	1	1	0	0	0
Merged-chr19-32224908-2	1	0	1	1	0	1	0	0
Merged-chr19-32215061-2	0	0	1	1	1	0	1	0
Merged-chr4-53860196-2	0	1	1	1	0	1	1	0
Merged-chr11-83662397-2	0	1	1	1	1	1	0	0
Merged-chr17-56266074-2	1	0	1	1	0	1	0	0
Merged-chr2-126477778-2	0	1	1	1	0	1	0	0
Merged-chr16-84584059-2	0	0	1	1	1	1	1	0
Merged-chr4-53825996-2	0	0	0	1	0	0	1	0
Merged-chr4-53263988-2	0	0	1	0	0	1	0	1
Merged-chr8-117074758-1	1	0	1	1	0	0	1	0
Merged-chr14-64368402-1	1	0	1	0	0	0	1	0
Merged-chr1-131703670-1	1	1	1	1	1	0	0	0
Merged-chr9-116137006-2	1	0	1	0	1	1	1	1
Merged-chr7-123082434-1	1	1	1	1	0	1	1	0
Merged-chr2-52956135-2	1	0	0	0	1	1	1	0
Merged-chr12-119484049-2	0	0	1	1	1	0	1	0
Merged-chr4-150799626-2	1	1	0	1	1	1	1	0
Merged-chr17-74017838-2	1	1	1	1	0	1	1	0
Merged-chr2-167358655-2	0	1	1	0	0	1	1	0
Merged-chr11-109413805-2	1	0	1	1	1	1	1	0
Merged-chr10-18943437-2	0	0	1	0	0	0	1	0
Merged-chr6-86772888-2	1	0	1	0	1	0	1	0
Merged-chr5-122219216-2	0	0	1	1	0	0	0	0
Merged-chr3-10419132-2	1	0	1	1	0	0	0	0
Merged-chr12-85964661-2	0	1	0	1	0	0	0	0
Merged-chr6-86793608-2	0	0	0	0	0	1	0	0
Merged-chr9-108120863-2	1	0	1	1	1	0	1	0
Merged-chr4-143288630-1	1	0	0	1	1	1	0	0
Merged-chr3-115689623-2	1	1	1	1	0	1	1	1
Merged-chr16-24891724-2	0	1	1	1	0	1	0	0
Merged-chr6-136499442-1	1	1	1	0	0	1	1	0
Merged-chr13-16738469-1	1	1	1	0	0	1	0	0
Merged-chr17-6008803-2	0	1	1	1	0	1	0	0
Merged-chr12-99468144-1	0	0	1	0	0	0	0	0
Merged-chr2-24341608-1	1	0	0	1	0	0	1	0
Merged-chr13-5864753-2	0	0	1	1	1	0	1	0
Merged-chr2-102948683-2	1	1	1	1	1	1	0	0
Merged-chr11-102245292-2	1	0	0	1	1	0	1	0
Merged-chr3-100439316-2	0	1	0	0	0	1	1	0
Merged-chr5-113835193-2	0	1	0	1	1	1	0	0
Merged-chr13-9113951-2	1	0	1	0	1	0	0	0
Merged-chr15-73148895-2	0	0	1	1	0	1	1	0
Merged-chr10-19053769-2	0	0	1	0	1	1	1	1
Merged-chr8-128168171-2	1	0	1	1	1	1	0	0
Merged-chr8-88279776-2	0	0	1	1	0	1	1	0
Merged-chr13-3782726-2	1	0	1	1	0	0	0	0
Merged-chr4-155217553-2	0	0	0	1	0	1	1	0
Merged-chr18-36708907-2	1	0	1	1	1	0	1	0
Merged-chr7-31042171-2	0	0	0	1	0	1	0	0
Merged-chr8-117288092-2	0	1	0	1	0	1	1	0
Merged-chr14-25530550-2	0	0	0	1	0	1	1	0
Merged-chr3-152122888-1	1	1	1	1	0	0	0	0
Merged-chr10-18995724-1	1	0	1	0	0	1	0	0
Merged-chr19-53566025-1	1	1	0	1	0	1	1	1
Merged-chr13-63108830-1	1	1	1	1	0	0	0	0
Merged-chr15-81301299-1	1	0	1	1	0	1	1	1
Merged-chr17-80798491-1	1	0	0	1	1	0	0	0
Merged-chr2-28517445-2	1	0	1	1	0	1	0	0
Merged-chr4-130922155-2	0	1	1	1	0	1	0	0
Merged-chr16-52418667-1	1	0	1	1	0	1	0	0
Merged-chr12-84243289-2	0	0	1	1	1	1	0	0
Merged-chr10-112000602-1	1	1	1	0	1	1	0	1
Merged-chr10-67690236-2	0	1	1	1	1	1	0	0
Merged-chr18-80690065-2	0	0	1	1	1	0	1	0
Merged-chr10-93688458-2	1	0	0	1	0	0	0	0
Merged-chr11-46462168-2	1	0	1	0	1	1	1	0
Merged-chr13-45006067-2	0	0	1	1	1	0	1	0
Merged-chr2-118959830-2	0	0	0	0	0	0	0	0
Merged-chr6-72549097-2	1	1	1	1	0	1	1	0
Merged-chr4-9642257-2	1	1	0	1	1	0	1	0
Merged-chr11-109417688-2	1	0	1	0	0	1	0	1
Merged-chr8-122111930-1	1	1	1	0	0	1	0	0
Merged-chr9-15300210-1	1	1	1	0	0	1	0	0
Merged-chr16-84713308-1	0	0	1	1	1	1	1	0
Merged-chr17-45807547-1	0	1	1	1	0	1	0	0
Merged-chr7-31041805-2	1	0	1	1	0	0	0	0
Merged-chr4-145267958-2	1	0	0	1	1	0	1	0
Merged-chr15-5414654-2	0	1	1	1	1	1	0	0
Merged-chr15-38644322-2	1	0	1	1	1	1	1	0
Merged-chr2-31082859-2	1	1	1	1	1	1	1	0
Merged-chr10-25447343-2	0	1	0	1	0	0	1	0
Merged-chr1-94035482-2	0	1	0	0	0	1	0	0
Merged-chr1-155076071-2	1	1	1	1	1	1	1	0
Merged-chr9-70260485-2	1	1	0	1	0	1	1	0
Merged-chr1-138288933-2	1	1	1	1	1	1	0	0
Merged-chr3-86224190-2	0	0	0	0	0	0	0	0
Merged-chr7-25632874-2	1	0	1	1	0	0	0	0
Merged-chr12-71968811-2	1	0	1	1	0	1	1	0
Merged-chr18-12151469-1	0	0	1	0	1	1	0	0
Merged-chr11-86593224-1	1	0	0	1	1	0	0	0
Merged-chr1-171649019-1	1	1	1	1	1	1	1	1
Merged-chr3-50628515-1	0	0	1	1	1	0	1	0
Merged-chr3-20130611-1	0	1	1	1	1	1	1	0
Merged-chr17-28294614-2	0	0	1	1	1	0	0	0
Merged-chr2-174614128-2	0	0	0	1	0	0	1	0
Merged-chr18-35874607-2	1	1	1	1	0	1	0	0
Merged-chr5-32196163-2	1	1	1	1	1	1	0	0
Merged-chr10-82962817-2	0	0	1	1	1	0	1	0
Merged-chr4-119663195-2	1	0	1	1	0	0	0	0
Merged-chr19-59071629-2	1	0	1	1	0	0	1	0
Merged-chr10-7064273-2	0	0	1	1	0	0	0	0
Merged-chr5-96222230-2	0	1	1	1	1	0	1	0
Merged-chr11-103051459-2	1	0	0	0	0	0	1	0
Merged-chr14-76760607-2	0	0	1	1	1	0	1	0
Merged-chr14-14633359-2	1	0	1	0	1	0	1	1
Merged-chr8-70631684-2	0	0	1	0	0	1	0	1
Merged-chr12-99789797-2	0	0	1	1	0	0	0	0
Merged-chr1-134083152-1	0	1	1	0	0	1	1	0
Merged-chr10-80758861-1	1	1	1	1	0	1	0	0
Merged-chr4-86713135-1	1	0	0	1	1	1	1	0
Merged-chr3-127932676-1	1	1	1	1	0	1	0	0
Merged-chrX-169036595-2	0	0	1	0	0	0	0	0
Merged-chr6-137582433-2	1	1	1	1	1	1	0	0
Merged-chr9-3026716-2	0	1	0	0	1	0	1	0
Merged-chr14-40937314-2	0	0	1	1	0	0	0	0
Merged-chr9-57421414-2	1	0	0	1	0	0	1	0
Merged-chr2-132710663-2	0	1	1	1	0	1	1	0
Merged-chr4-120032750-2	0	1	1	1	0	1	0	0
Merged-chr5-90877038-2	0	1	1	1	1	1	0	0
Merged-chr5-130089781-2	0	0	1	1	0	0	1	0
Merged-chr7-139220529-2	1	0	1	0	0	0	0	0
Merged-chr2-57117741-2	0	0	0	0	0	0	0	0
Merged-chr5-17836042-2	0	1	1	1	0	1	1	0
Merged-chr16-93750636-2	1	1	0	1	1	1	0	0
Merged-chr14-54768529-2	1	0	1	1	1	1	0	0
Merged-chr17-73971513-2	1	0	1	1	1	0	0	0
Merged-chr16-32401780-2	1	0	1	1	1	0	0	0
Merged-chr6-108740702-2	1	1	1	1	0	1	1	1
Merged-chr16-57389792-2	0	1	1	1	0	0	1	0
Merged-chr10-96274182-2	0	0	1	1	0	1	0	0
Merged-chr16-38395290-2	0	1	1	1	1	1	1	0
Merged-chr4-19927195-2	0	1	1	1	1	1	1	0
Merged-chr5-63936934-1	1	0	0	0	0	1	0	0
Merged-chr15-38644555-1	0	0	1	1	0	0	1	0
Merged-chr10-121603765-1	1	1	0	1	1	1	1	0
Merged-chr2-13409954-2	1	1	1	1	0	1	1	0
Merged-chr3-50615604-1	1	0	0	1	0	1	1	0
Merged-chr3-59153614-2	1	0	0	1	1	0	0	0
Merged-chrX-85797703-2	0	1	1	1	0	1	1	0
Merged-chr4-53250533-2	1	0	0	1	0	0	1	0
Merged-chr5-134607311-2	0	0	1	1	0	1	0	0
Merged-chr3-121369634-2	0	1	1	1	0	1	0	0
Merged-chr2-29772317-2	0	1	0	1	0	1	1	0
Merged-chr7-130893245-2	0	1	1	1	0	1	1	0
Merged-chr6-123266053-2	1	1	1	1	1	1	1	1
Merged-chr1-86470803-2	0	0	1	0	0	1	0	0
Merged-chr1-172501887-2	0	0	1	1	1	0	0	0
Merged-chr3-68666579-2	0	1	1	1	1	1	1	0
Merged-chr14-66218993-2	0	1	1	1	0	0	1	0
Merged-chr8-126881972-2	1	0	1	0	1	1	0	0
Merged-chr5-8675781-2	0	1	1	1	1	0	1	0
Merged-chr1-86229620-2	1	0	1	1	1	1	0	0
Merged-chr8-57541668-2	0	1	1	1	0	0	0	0
Merged-chr3-121370585-2	0	1	1	0	1	0	0	0
Merged-chr2-79619190-2	1	1	1	1	0	1	0	0
Merged-chr9-70257669-2	1	0	1	1	1	0	1	1
Merged-chr1-132135830-1	0	1	1	1	0	1	1	1
Merged-chr10-78471107-1	1	0	1	1	0	0	1	0
Merged-chr5-65863601-1	0	0	0	1	1	0	1	0
Merged-chr7-79859136-1	0	1	1	0	0	1	1	0
Merged-chr3-126831556-1	1	1	1	0	1	1	0	0
Merged-chr9-123936817-1	1	0	1	0	1	0	1	0
Merged-chr4-105261111-1	0	0	0	1	0	1	0	0
Merged-chr12-112860992-1	0	1	0	1	1	0	1	0
Merged-chr5-143475401-2	0	1	1	1	1	0	1	0
Merged-chr8-35716666-2	1	1	1	1	1	1	0	0
Merged-chr3-10288716-2	0	0	1	1	1	0	1	0
Merged-chr13-119713247-2	0	0	1	1	0	0	0	0
Merged-chr6-15729035-2	1	0	1	1	0	0	0	0
Merged-chr4-132611496-2	0	1	0	1	1	0	1	0
Merged-chr17-27555718-2	1	0	1	0	0	1	1	0
Merged-chr8-128171291-2	1	0	0	1	0	0	0	0
Merged-chr17-8195798-2	0	1	0	1	1	0	1	0
Merged-chr18-64972395-1	1	0	1	1	1	0	1	0
Merged-chr9-37236151-1	1	1	1	0	0	1	0	0
Merged-chr8-26813354-1	1	0	1	0	0	0	1	0
Merged-chr4-32363778-2	0	1	1	1	0	1	1	0
Merged-chr18-46149691-2	0	1	1	1	1	1	0	1
Merged-chr6-108571151-2	0	0	1	0	0	0	0	0
Merged-chr4-144906652-2	0	0	0	0	0	1	0	0
Merged-chr15-10869360-2	0	1	0	0	0	0	1	0
Merged-chr2-126475882-2	0	0	1	1	1	0	0	0
Merged-chr10-78426605-2	1	1	1	1	0	0	0	0
Merged-chr5-53401251-2	0	1	1	1	0	1	1	0
Merged-chr19-24174261-2	0	0	0	0	0	0	0	0
Merged-chr3-21988363-2	0	1	1	1	0	1	1	0
Merged-chr1-39602675-2	1	0	1	1	0	0	1	0
Merged-chr4-149843096-2	0	0	1	1	1	1	1	0
Merged-chr18-36700598-2	0	1	0	1	0	1	0	0
Merged-chr4-132564133-2	0	0	1	1	0	1	0	0
Merged-chr7-96976167-2	1	0	1	1	1	1	0	0
Merged-chr8-88298152-2	0	0	1	1	0	1	1	0
Merged-chr6-39448003-2	1	0	0	0	0	0	0	1
Merged-chr4-33265466-2	0	0	1	1	1	1	0	0
Merged-chr19-32279664-1	0	0	0	1	0	1	1	0
Merged-chr5-117147413-1	0	1	1	1	0	0	1	0
Merged-chr10-19008036-2	0	0	1	0	0	0	0	0
Merged-chr19-44267102-2	0	0	0	0	0	1	0	0
Merged-chr16-8433677-1	0	1	1	1	1	1	1	1
Merged-chr7-135773992-1	1	0	1	1	0	0	1	1
Merged-chr9-75195874-1	0	1	1	0	1	1	0	0
Merged-chr11-70615174-2	0	0	1	1	0	1	1	0
Merged-chr10-98799164-2	1	1	1	1	1	0	0	0
Merged-chr10-96351566-2	1	0	1	1	0	1	1	0
Merged-chr19-21461411-2	1	0	1	1	1	0	1	0
Merged-chr6-86548102-2	1	0	0	1	1	1	1	0
Merged-chr10-111160306-2	0	1	0	1	0	0	0	0
Merged-chr16-44988817-2	0	0	0	1	0	1	1	0
Merged-chr12-99796116-2	0	1	1	1	1	0	1	0
Merged-chr11-97999381-2	0	1	1	1	1	1	1	0
Merged-chr2-60019317-2	0	1	1	1	1	1	1	0
Merged-chr6-49013219-2	1	1	1	0	0	1	0	0
Merged-chr7-80766314-2	1	0	1	1	0	1	1	0
Merged-chr2-102701689-2	1	1	0	1	0	1	0	0
Merged-chr1-183264265-2	0	1	1	0	0	1	0	1
Merged-chr19-43667290-2	1	0	0	1	0	1	0	0
Merged-chr8-11038533-2	1	0	1	1	0	0	1	0
Merged-chr3-87512711-1	1	1	1	1	0	1	1	0
Merged-chr2-112443572-1	1	0	0	0	0	0	0	0
Merged-chr4-108058346-1	1	0	0	1	1	1	1	0
Merged-chr7-117481604-1	0	0	1	1	1	1	1	1
Merged-chr6-65589059-1	0	1	1	1	1	1	0	0
Merged-chr6-65590325-1	1	0	1	1	1	0	0	0
Merged-chr5-66603936-1	0	1	0	1	1	1	1	0
Merged-chr10-89599617-2	1	0	1	1	1	0	1	0
Merged-chr18-68059132-2	0	1	1	1	1	1	1	0
Merged-chr11-79611158-2	1	0	1	0	0	0	1	0
Merged-chr19-21104630-2	0	0	1	0	0	0	0	0
Merged-chr7-27542851-2	0	0	0	0	0	0	0	0
Merged-chr19-32186658-2	0	1	0	1	1	1	0	1
Merged-chr13-5604401-2	0	1	1	1	0	1	0	0
Merged-chr16-91056225-2	0	1	1	1	1	1	1	0
Merged-chr10-60262556-2	1	0	1	1	0	1	0	0
Merged-chr2-62681127-2	0	0	1	1	1	0	0	0
Merged-chr13-4756703-2	0	0	1	0	0	1	1	0
Merged-chr7-130968691-2	1	0	1	0	0	1	1	0
Merged-chr8-123044177-2	0	1	1	0	1	1	0	0
Merged-chr7-119921266-2	0	1	0	1	1	1	1	0
Merged-chr5-65867951-2	0	0	1	0	0	1	1	1
Merged-chr15-58262280-2	0	1	1	1	0	1	1	0
Merged-chr1-171471093-1	1	0	1	1	0	1	1	0
Merged-chr5-43048874-1	1	1	1	1	0	0	0	0
Merged-chr5-134629693-1	1	1	1	0	0	1	0	0
Merged-chr10-42123027-1	0	1	1	1	0	1	0	0
Merged-chr17-50181093-1	0	1	1	1	0	1	1	0
Merged-chr15-78268017-1	1	1	1	1	0	1	0	0
Merged-chr2-58130248-1	1	0	1	0	1	1	1	1
Merged-chr12-91305969-2	1	0	1	0	1	1	1	0
Merged-chr3-9500085-1	0	0	1	1	1	1	1	0
Merged-chr7-58824832-1	1	1	1	1	1	0	1	0
Merged-chr19-43896668-1	1	0	1	1	0	1	0	0
Merged-chr11-32561661-2	0	1	1	0	0	1	0	0
Merged-chr11-8709815-2	0	1	1	0	1	0	1	0
Merged-chr2-3727789-2	0	0	1	1	1	1	1	0
Merged-chr9-63384918-2	1	1	1	1	1	1	1	0
Merged-chr7-98321254-2	1	1	1	1	1	1	0	0
Merged-chr8-57541144-2	1	0	1	1	0	1	1	0
Merged-chr4-10983865-2	0	0	1	0	1	1	0	0
Merged-chr7-49046478-2	0	0	1	1	0	1	1	0
Merged-chr12-99464489-2	0	1	1	1	1	1	1	0
Merged-chr3-61397035-2	1	1	1	1	1	0	1	0
Merged-chr8-119784463-2	0	0	1	1	0	0	1	0
Merged-chr9-3004818-2	0	1	0	0	1	0	0	0
Merged-chr4-145200178-2	0	0	1	1	0	0	1	0
Merged-chr7-97336850-2	1	0	1	1	1	1	0	0
Merged-chr14-47377186-2	0	1	1	0	1	1	0	1
Merged-chr16-52094912-2	0	0	1	0	1	0	1	0
Merged-chr17-84116998-2	0	0	1	1	1	0	1	0
Merged-chr6-17065138-2	0	0	0	1	0	0	1	0
Merged-chr8-106387983-1	1	0	1	1	1	0	1	0
Merged-chr8-126585925-1	0	1	0	0	0	1	1	0
Merged-chr14-40949835-1	1	0	1	0	1	1	0	0
Merged-chr7-75667148-1	1	1	1	1	1	1	1	0
Merged-chr15-10898523-1	0	0	1	1	0	1	0	0
Merged-chr4-53799493-1	1	1	1	1	1	1	1	0
Merged-chr3-144325158-1	0	0	1	1	1	0	0	0
Merged-chr17-8225342-1	0	0	1	0	1	1	0	0
Merged-chr12-8829864-1	0	0	1	0	1	1	1	0
Merged-chr9-123968701-1	0	1	0	0	0	1	0	0
Merged-chr17-67974923-1	1	1	1	1	0	1	1	0
Merged-chr2-155397818-1	1	0	1	1	0	1	1	0
Merged-chr4-9110560-2	0	0	1	1	0	0	1	0
Merged-chr6-108658135-2	0	0	1	1	0	0	1	0
Merged-chrX-159737523-2	0	0	0	1	1	0	0	0
Merged-chr15-31565305-2	1	0	0	1	1	1	1	1
Merged-chr3-121371634-2	0	1	1	1	1	1	1	1
Merged-chr4-139579168-2	0	1	0	1	1	1	0	0
Merged-chr11-109434482-2	0	0	1	1	0	1	0	0
Merged-chr1-86466121-2	0	1	1	1	0	1	1	0
Merged-chr8-13666086-2	0	1	1	0	0	1	1	0
Merged-chr4-47280310-2	1	0	0	1	0	0	1	0
Merged-chr16-10962235-2	0	1	1	1	1	0	0	0
Merged-chr1-106628467-2	1	1	1	1	1	1	0	0
Merged-chr10-10287657-2	1	0	1	1	0	0	1	0
Merged-chr4-127327382-1	1	0	1	0	0	1	1	1
Merged-chr9-107295758-1	0	0	1	0	1	1	0	0
Merged-chr5-72725610-1	1	0	0	1	0	0	0	0
Merged-chr13-28417724-2	0	0	1	0	0	0	1	0
Merged-chr15-10771502-1	1	0	1	1	1	0	0	0
Merged-chr2-120096410-1	0	1	0	0	1	1	1	0
Merged-chr17-56478312-1	1	1	1	0	0	0	0	0
Merged-chr19-30125468-1	1	0	1	1	0	0	0	0
Merged-chr2-125667284-1	1	0	0	1	1	0	0	0
Merged-chr6-120191118-1	1	0	1	0	1	1	0	0
Merged-chr10-96628519-1	1	0	1	0	0	0	0	0
Merged-chr7-83857343-1	1	1	1	1	1	1	1	1
Merged-chr10-67717712-1	1	0	1	1	0	0	1	0
Merged-chr15-39968267-1	0	1	1	0	0	1	1	0
Merged-chr12-112829112-1	1	0	1	1	0	1	0	0
Merged-chr8-122112461-1	0	1	1	1	1	1	1	0
Merged-chr18-37924477-2	1	0	1	1	0	0	0	0
Merged-chr8-41138652-2	1	0	1	1	1	0	1	0
Merged-chr19-10832227-2	0	1	0	1	0	1	1	0
Merged-chr6-125422520-2	0	0	1	1	0	1	0	0
Merged-chr17-34561418-2	0	0	1	1	1	0	1	0
Merged-chr2-150672964-2	0	1	1	1	0	1	0	0
