PeakID	ATF3	AP-1	MITF(bHLH)	PB0058.1_Sfpi1_1	IRF1(IRF)	LXR-HALF	TEF	LXRE(NR),DR4
Merged-chr18-39650556-2	0	0	1	1	1	0	0	0
Merged-chr15-25632363-2	1	0	1	1	0	0	1	0
Merged-chr11-116671558-2	0	1	1	0	1	0	0	0
Merged-chr5-95935225-2	0	0	0	1	1	0	1	0
Merged-chr2-18649083-2	0	0	0	0	1	1	1	1
Merged-chr11-3174119-2	1	1	1	0	0	0	0	0
Merged-chr7-122231359-2	0	1	1	0	0	1	1	0
Merged-chr10-118879218-2	0	1	1	0	0	0	1	0
Merged-chr4-132303334-2	0	1	1	0	1	1	1	0
Merged-chr2-169928942-2	0	0	0	1	1	1	0	0
Merged-chr1-156002592-2	0	0	0	1	1	1	1	0
Merged-chr19-7226771-2	0	1	0	1	1	1	0	0
Merged-chr1-120532713-2	0	1	1	1	0	1	0	0
Merged-chr2-117352947-2	0	0	1	0	1	0	0	0
Merged-chr4-35994184-1	0	0	1	1	1	1	1	0
Merged-chr11-113101825-2	0	1	0	1	0	0	0	0
Merged-chr17-67353099-2	0	1	1	0	1	1	0	1
Merged-chr7-135768770-2	0	1	1	0	0	0	0	0
Merged-chr14-101594506-2	0	1	1	1	1	0	1	0
Merged-chr1-135517113-2	0	0	1	1	1	0	0	0
Merged-chr10-82178640-2	0	1	0	0	1	1	1	0
Merged-chr11-82566293-2	0	0	1	1	1	0	0	0
Merged-chr7-29169964-2	1	0	1	1	0	1	1	0
Merged-chr13-113913898-1	1	1	1	1	1	0	1	1
Merged-chr4-88865385-2	0	0	0	1	1	0	1	0
Merged-chr2-36214247-2	0	0	1	1	1	1	0	0
Merged-chr8-46640025-2	1	1	0	0	1	1	1	0
Merged-chr10-52233622-2	0	0	1	0	0	0	0	0
Merged-chr7-67951758-2	0	0	0	0	0	0	0	0
Merged-chr5-112254745-2	0	0	1	1	1	1	0	0
Merged-chr3-52756401-2	0	1	1	1	1	1	0	0
Merged-chr1-16059935-2	0	0	0	1	0	0	1	0
Merged-chr9-84544907-2	1	0	0	1	0	0	1	0
Merged-chr12-85647502-2	0	1	1	1	1	1	0	1
Merged-chr11-19493534-1	0	1	1	1	0	0	1	0
Merged-chr1-34716655-2	0	1	1	1	0	1	1	0
Merged-chr4-12501255-1	1	1	0	1	0	0	0	0
Merged-chr14-31172922-2	0	0	1	1	0	1	1	0
Merged-chr17-28085177-2	1	0	0	1	0	0	1	0
Merged-chr16-27349485-2	0	0	1	1	1	1	1	1
Merged-chr18-9492271-2	0	1	1	0	1	1	1	0
Merged-chr9-104239273-2	0	0	0	1	0	0	1	0
Merged-chr16-93812462-1	0	0	0	0	0	1	0	0
Merged-chr18-8638176-1	0	1	0	1	1	1	1	1
Merged-chr1-120527754-1	1	0	0	1	1	0	1	0
Merged-chr6-76268310-2	0	0	1	1	1	1	1	0
Merged-chr1-135430513-2	0	0	0	0	1	0	1	0
Merged-chr11-101965823-2	0	1	1	1	0	1	0	0
Merged-chr11-47063945-2	1	1	0	1	1	1	0	0
Merged-chr2-32495483-2	0	1	1	1	0	1	1	0
Merged-chr18-63694121-1	0	1	0	0	0	1	0	0
Merged-chr5-115260518-2	0	0	0	1	1	0	0	0
Merged-chr18-30507198-2	0	1	1	1	1	0	1	0
Merged-chr5-117872731-2	1	1	1	1	0	0	0	0
Merged-chr12-102382398-2	0	0	0	1	1	1	0	0
Merged-chr1-183669810-2	0	0	0	1	1	0	0	0
Merged-chr2-25628047-2	0	1	1	1	0	0	0	0
Merged-chr1-61146279-2	0	0	1	1	1	0	0	1
Merged-chr8-36995422-1	1	0	1	1	1	1	1	1
Merged-chr9-45464441-1	0	0	1	1	0	1	0	0
Merged-chr8-85510936-1	0	1	1	1	1	0	1	0
Merged-chr16-73770773-2	1	1	0	0	1	1	0	1
Merged-chr2-5793976-2	1	0	1	1	0	1	1	0
Merged-chr1-16161899-1	1	1	0	1	0	0	1	0
Merged-chr11-46810689-2	0	1	1	1	1	1	0	0
Merged-chr10-62206185-2	0	1	1	1	0	1	1	0
Merged-chr15-97348632-2	0	1	0	1	0	1	1	1
Merged-chr8-117453743-2	0	0	1	1	1	1	0	0
Merged-chr2-60815083-1	0	0	0	0	1	0	1	0
Merged-chr8-75152859-2	1	1	1	1	1	1	1	0
Merged-chr10-69211796-2	0	0	0	1	1	0	1	0
Merged-chr13-51323265-2	0	1	0	1	1	1	0	1
Merged-chr19-56720464-2	0	0	1	1	1	1	0	0
Merged-chr9-40814242-2	0	1	1	1	1	1	1	0
Merged-chr19-57610959-2	0	0	0	0	0	0	0	0
Merged-chr5-30973882-2	0	1	1	1	1	1	1	1
Merged-chr1-43445711-2	0	0	0	0	0	0	0	0
Merged-chr5-62846907-2	0	1	0	1	1	1	0	0
Merged-chr2-60851446-2	0	0	0	1	1	1	0	0
Merged-chr17-69144506-2	0	0	1	1	1	0	1	0
Merged-chr11-50916197-2	0	0	0	0	0	0	0	0
Merged-chr11-114229930-2	0	1	0	1	1	1	1	0
Merged-chrX-166253211-2	1	0	1	1	1	1	0	0
Merged-chr7-110689526-2	0	0	1	1	0	1	0	0
Merged-chr11-46795851-1	0	1	1	1	1	0	0	0
Merged-chr15-97175243-2	0	1	1	1	1	1	0	0
Merged-chr11-90492283-1	0	0	0	1	1	1	1	0
Merged-chr11-63133010-1	0	0	0	1	0	0	0	0
Merged-chr9-114844593-1	0	1	1	1	0	1	1	0
Merged-chr7-141024952-2	0	0	1	1	1	1	0	0
Merged-chr11-114542287-1	0	1	0	1	1	1	1	0
Merged-chr1-165731732-2	0	1	1	1	1	1	1	1
Merged-chr5-76705591-1	0	1	1	1	0	1	1	0
Merged-chr6-72737037-2	0	0	0	1	1	1	0	0
Merged-chr19-6304955-2	0	1	0	1	0	1	0	0
Merged-chr19-42752817-2	0	0	0	1	0	0	0	0
Merged-chr7-31110902-2	0	1	1	1	0	1	1	0
Merged-chr19-47406680-2	0	1	1	0	0	1	1	0
Merged-chr11-61793611-2	0	0	1	1	0	0	1	0
Merged-chr7-90214195-2	0	1	1	0	1	0	1	0
Merged-chr3-54102370-1	0	1	1	1	1	1	0	0
Merged-chr12-75721218-1	0	1	1	0	0	1	1	0
Merged-chr10-117876620-2	0	1	0	0	1	1	1	0
Merged-chr18-9538774-1	0	0	1	1	1	1	0	0
Merged-chr4-101741632-2	0	0	1	1	1	1	1	0
Merged-chr12-85648183-2	0	0	1	1	0	1	0	0
Merged-chr2-169958961-2	0	1	0	1	0	1	0	0
Merged-chr11-99168217-2	0	1	1	0	1	0	0	0
Merged-chr18-5803195-2	0	0	1	1	1	1	1	0
Merged-chr11-116682730-2	0	1	1	1	0	1	0	0
Merged-chr11-96880486-2	0	1	1	1	0	1	1	0
Merged-chr15-25358125-2	0	0	1	1	1	1	0	0
Merged-chr3-41566207-2	0	0	1	0	0	1	1	0
Merged-chr1-155384084-2	0	0	1	0	1	0	1	0
Merged-chr3-89847851-2	0	0	1	1	1	1	1	0
Merged-chr17-83640802-2	0	0	0	0	0	1	1	0
Merged-chr1-34855198-2	0	1	1	1	0	1	0	0
Merged-chr12-36382153-1	0	0	0	0	1	0	0	0
Merged-chr2-35729708-1	0	1	0	1	0	0	0	0
Merged-chr9-32676763-2	0	1	1	1	1	0	1	0
Merged-chr11-59518404-2	0	0	1	1	0	0	0	0
Merged-chr4-132009960-2	0	1	1	1	1	0	1	0
Merged-chr7-122206326-2	0	0	1	1	1	0	0	0
Merged-chr1-23184930-2	0	1	0	1	1	1	0	0
Merged-chr13-59003904-2	0	1	1	1	1	1	1	0
Merged-chr19-32990778-2	1	0	1	1	0	1	0	0
Merged-chr5-148556682-2	0	1	1	0	0	1	1	0
Merged-chr2-173769360-2	0	1	0	1	1	1	0	0
Merged-chr2-32361688-2	0	1	1	0	0	1	0	0
Merged-chr17-37028754-2	0	0	0	0	0	1	0	0
Merged-chr3-118070332-1	1	0	1	1	0	1	0	0
Merged-chr14-118910114-1	0	0	1	1	1	1	1	0
Merged-chr5-123865530-2	0	1	1	0	0	0	1	0
Merged-chr1-105976344-2	0	1	1	1	1	1	0	0
Merged-chr15-57761440-2	0	1	0	1	0	0	1	0
Merged-chr15-4816970-2	0	1	0	1	1	1	0	0
Merged-chr2-32506868-2	0	1	0	0	0	1	1	0
Merged-chr6-54934056-2	0	1	1	1	1	1	1	0
Merged-chr5-111115893-2	0	0	1	1	1	0	1	0
Merged-chr17-66220551-1	0	0	1	1	1	0	0	0
Merged-chr6-114268912-2	0	1	0	0	0	1	0	0
Merged-chr3-88536754-1	0	0	0	0	0	1	0	0
Merged-chr5-120165229-2	0	0	0	1	0	0	0	0
Merged-chr11-43368675-2	0	1	0	1	1	1	0	0
Merged-chr1-135735486-2	0	1	1	1	0	1	1	0
Merged-chr6-29484885-2	1	1	0	1	0	1	1	0
Merged-chr16-91839634-2	0	0	0	0	0	1	0	0
Merged-chr7-44360137-2	0	1	0	0	0	1	0	0
Merged-chr14-122644360-2	0	1	1	1	1	1	1	0
Merged-chr18-17728854-2	1	1	1	1	1	1	1	0
Merged-chr4-45514202-2	0	1	1	1	0	1	1	0
Merged-chr8-26693956-2	1	1	1	1	0	0	0	0
Merged-chr6-83656099-1	0	1	0	1	0	1	1	0
Merged-chr9-21166251-1	0	0	0	0	0	1	0	0
Merged-chr10-40847648-1	0	0	1	1	0	1	1	1
Merged-chr15-26361912-1	1	0	0	1	1	0	1	0
Merged-chr11-46817904-1	0	0	1	0	1	1	0	0
Merged-chr9-118762967-2	0	1	1	1	0	1	1	0
Merged-chr9-61961010-2	0	0	1	1	1	1	1	0
Merged-chr10-40847385-2	0	1	1	1	1	0	0	0
Merged-chr10-8762981-2	0	1	1	1	0	1	1	0
Merged-chr3-30595573-2	0	0	0	0	0	1	0	0
Merged-chr4-137724970-2	0	0	1	1	0	1	0	0
Merged-chr4-129496830-2	0	0	1	1	1	1	0	0
Merged-chr14-54908871-1	0	0	0	1	0	0	0	0
Merged-chr14-19713269-2	0	0	0	1	1	1	0	0
Merged-chr4-101020319-1	0	0	0	1	1	0	0	0
Merged-chr6-72742597-1	0	0	1	0	0	1	0	0
Merged-chr10-85353089-2	1	0	1	1	1	1	1	0
Merged-chr5-64269743-1	1	0	1	0	0	1	0	1
Merged-chr6-72735367-2	0	0	1	1	1	1	0	0
Merged-chr5-112251469-2	0	0	0	1	1	0	1	0
Merged-chr2-124703542-2	0	0	0	1	0	1	0	0
Merged-chr1-105986578-2	0	0	0	1	0	0	0	0
Merged-chr7-31116081-2	0	0	0	1	0	1	0	0
Merged-chr9-114844324-2	0	0	1	1	0	1	0	0
Merged-chr17-29398317-2	0	0	1	1	0	0	0	0
Merged-chr11-108223358-2	0	1	1	1	1	1	0	0
Merged-chr11-94761064-2	0	1	0	1	0	1	1	0
Merged-chr11-116413076-2	0	1	1	1	0	1	0	0
Merged-chr10-95357941-2	0	0	1	1	0	0	0	0
Merged-chr7-17058550-2	0	0	0	1	0	0	0	0
Merged-chr13-88821858-1	1	0	0	1	0	0	0	0
Merged-chr3-31414133-1	0	0	1	1	1	1	0	0
Merged-chr10-53434865-2	0	1	0	1	1	1	0	0
Merged-chr13-8985085-2	0	0	1	1	1	1	1	1
Merged-chr13-98255157-1	1	0	0	1	0	0	1	0
Merged-chr17-50674737-1	0	0	0	1	0	0	1	0
Merged-chr19-47228809-2	0	0	1	1	0	0	1	0
Merged-chr4-140173953-2	0	0	1	1	1	1	0	0
Merged-chr17-65765173-2	0	0	1	1	1	0	0	0
Merged-chr9-95640091-2	1	0	1	1	0	1	1	0
Merged-chr13-34652722-2	0	0	0	1	0	0	1	0
Merged-chr10-125324683-2	0	1	1	0	0	0	1	0
Merged-chr10-45276705-2	0	0	1	1	0	1	1	0
Merged-chr10-79883428-2	0	0	1	1	1	0	0	0
Merged-chr13-104132753-2	0	1	1	0	1	1	1	0
Merged-chr15-76307401-1	0	1	0	0	0	0	1	0
Merged-chr16-73647605-1	0	1	1	1	1	1	0	0
Merged-chr15-8635005-2	0	1	0	1	1	1	0	0
Merged-chr9-22485113-1	1	1	0	0	0	1	0	0
Merged-chr15-97163239-1	0	0	1	1	1	0	0	0
Merged-chr4-156216767-2	0	1	0	1	1	0	1	0
Merged-chr16-33345213-2	1	1	1	1	1	0	1	0
Merged-chr5-121255144-2	0	0	1	1	0	1	0	0
Merged-chr14-47000588-2	0	0	1	1	1	0	1	0
Merged-chr18-38601133-2	0	0	1	1	1	0	1	0
Merged-chr18-57845294-2	1	0	1	1	1	1	0	0
Merged-chrX-160116211-2	0	1	0	1	0	1	1	0
Merged-chr5-149247223-2	0	0	0	1	0	1	1	0
Merged-chr19-32950425-2	1	0	1	1	1	1	1	0
Merged-chr1-177260607-2	1	0	0	1	1	1	0	0
Merged-chr1-165615038-2	0	0	1	1	1	0	1	0
Merged-chr10-41604946-1	0	0	1	0	0	1	0	0
Merged-chr1-176068104-1	0	1	1	1	0	0	0	0
Merged-chrX-61722692-1	0	0	0	1	1	0	0	0
Merged-chr9-98329771-1	0	0	1	1	0	1	1	0
Merged-chr11-37043369-1	0	0	1	1	0	1	1	0
Merged-chr11-46812644-1	0	0	1	0	1	1	1	0
Merged-chr5-22856661-1	1	1	1	1	1	1	1	0
Merged-chr17-66219885-1	0	0	0	1	0	0	0	0
Merged-chr2-148073330-2	0	1	1	1	1	1	1	0
Merged-chr4-58553274-2	0	0	0	1	0	1	0	0
Merged-chr19-5952216-2	0	0	0	1	1	1	1	0
Merged-chr12-86817759-2	0	0	1	1	0	1	0	0
Merged-chr19-55218670-2	0	0	0	1	1	1	0	0
Merged-chr2-52378598-2	1	0	0	0	0	0	1	0
Merged-chr2-131258981-2	0	1	0	0	0	0	0	0
Merged-chr2-11598428-2	0	1	1	1	0	1	1	0
Merged-chr18-5806518-2	1	1	0	1	1	1	0	0
Merged-chr14-57407575-2	0	1	1	0	0	1	0	0
Merged-chr18-36471756-2	0	0	0	0	1	1	1	0
Merged-chr15-97942755-2	0	1	0	1	1	1	0	0
Merged-chr13-92986061-2	0	0	1	1	1	1	1	0
Merged-chr14-51942444-2	0	1	1	1	1	1	0	0
Merged-chr3-89785619-2	0	0	1	1	1	1	0	0
Merged-chr9-94362798-2	0	1	1	1	0	0	1	0
Merged-chr18-8677664-1	0	0	1	1	1	0	1	0
Merged-chr3-18624929-1	0	0	1	1	0	1	0	0
Merged-chr12-38787907-2	0	0	0	1	1	1	0	1
Merged-chr17-37045990-2	0	0	0	1	0	0	0	0
Merged-chr13-88459026-1	0	0	1	1	0	1	1	0
Merged-chr18-9490709-1	0	1	1	0	0	1	1	0
Merged-chr7-104401341-2	0	0	1	1	0	0	0	0
Merged-chr17-10390889-2	0	1	1	0	0	1	1	0
Merged-chr14-101595842-2	0	0	0	1	1	0	1	0
Merged-chr6-116073126-2	0	1	1	1	0	1	0	0
Merged-chr5-146293498-2	0	1	1	1	1	1	1	0
Merged-chr12-80924393-2	0	1	1	1	0	1	0	0
Merged-chr10-122535332-2	0	0	1	1	0	1	1	0
Merged-chr9-20898622-2	0	1	0	1	0	0	0	0
Merged-chr2-127086432-2	0	1	1	1	1	1	1	0
Merged-chr8-46732735-2	0	1	1	1	0	1	1	0
Merged-chr13-51315743-2	0	0	0	1	1	1	0	0
Merged-chr16-58523263-2	0	0	1	1	0	0	0	0
Merged-chr15-97213312-2	0	1	1	1	0	0	0	0
Merged-chr6-121226277-2	0	0	1	1	1	1	0	0
Merged-chr5-124015957-2	0	0	0	1	1	1	0	1
Merged-chr10-59736230-2	0	0	1	1	0	1	0	0
Merged-chr13-45971305-2	0	1	1	1	1	1	1	0
Merged-chr11-99449832-2	1	1	1	1	1	0	1	0
Merged-chr1-130715649-1	0	0	0	1	0	1	0	0
Merged-chr13-65019015-1	0	1	1	0	1	1	1	0
Merged-chr13-53219670-1	0	0	1	1	0	0	1	0
Merged-chr13-60701997-1	0	1	0	0	0	1	0	1
Merged-chr6-51129845-2	0	1	0	1	1	1	1	0
Merged-chr2-59401193-2	0	0	0	1	0	1	0	0
Merged-chr11-100378681-2	0	1	0	1	1	1	0	0
Merged-chr14-25854255-2	0	1	1	1	1	1	0	0
Merged-chr8-70374727-2	0	0	0	0	1	1	0	0
Merged-chr14-50926745-2	0	1	1	1	1	1	1	0
Merged-chr13-88459986-2	0	1	0	1	0	1	1	0
Merged-chr18-9490058-2	0	1	1	0	1	1	1	0
Merged-chr2-170209431-2	1	0	0	1	0	1	1	0
Merged-chr17-83527822-2	0	0	0	1	0	0	0	0
Merged-chr10-77610267-2	0	1	1	0	0	1	1	0
Merged-chr19-57609966-2	0	0	1	1	0	0	1	0
Merged-chr17-29399388-2	0	0	1	1	0	0	1	0
Merged-chr16-38753721-2	0	0	1	1	0	0	0	0
Merged-chr11-36942159-1	0	0	1	1	1	0	1	0
Merged-chr18-39636287-1	0	0	1	1	1	1	0	1
Merged-chr7-31156485-2	0	0	1	1	1	0	1	0
Merged-chr18-30513832-2	0	1	1	1	1	1	1	0
Merged-chr7-43667073-2	0	0	1	1	0	0	0	0
Merged-chr13-51071513-2	0	1	1	1	1	1	1	1
Merged-chr14-8112150-2	0	1	1	0	0	1	1	0
Merged-chr2-5861869-2	0	0	0	1	1	1	1	0
Merged-chr19-5692801-2	0	0	1	1	0	1	0	0
Merged-chr5-30012914-2	1	1	1	1	1	1	1	0
Merged-chr11-75255558-2	0	0	1	1	1	1	0	0
Merged-chr3-55353708-2	0	0	1	1	1	1	1	0
Merged-chr14-34502760-2	0	0	0	0	0	0	0	0
Merged-chr14-51941384-2	0	1	1	1	1	1	1	0
Merged-chr1-165618563-2	0	1	1	1	1	1	0	0
Merged-chr18-65502982-2	1	0	1	1	0	0	1	1
Merged-chr9-102988775-2	0	0	1	1	1	0	0	0
Merged-chr16-70329681-2	0	1	1	0	1	0	1	0
Merged-chr7-18840675-2	0	1	1	1	0	1	1	0
Merged-chr15-87074755-1	0	1	1	1	0	1	1	0
Merged-chr11-46039543-1	0	0	1	1	1	1	1	0
Merged-chr18-35021983-2	1	0	0	1	0	0	0	0
Merged-chr11-82567535-2	0	0	1	1	0	0	0	0
Merged-chr5-105567049-2	0	0	1	0	0	1	1	0
Merged-chr11-75165528-1	0	0	0	1	0	0	0	0
Merged-chr7-19474327-2	0	0	0	0	0	0	0	0
Merged-chr18-57571457-2	0	1	1	1	1	1	1	0
Merged-chr18-5819870-2	0	0	0	0	0	1	1	0
Merged-chr3-96104423-2	0	0	0	0	0	1	0	0
Merged-chr4-88867526-2	0	0	1	1	0	1	0	0
Merged-chr19-6291301-2	0	1	0	1	1	1	1	0
Merged-chr6-32395577-2	0	0	0	1	1	1	1	0
Merged-chr14-31428404-1	0	1	1	0	0	1	1	0
Merged-chr2-173771959-1	0	0	0	1	1	0	1	0
Merged-chr2-148073930-2	0	0	1	1	1	0	1	0
Merged-chr1-165663943-1	0	0	1	0	1	1	1	0
Merged-chr3-127492867-2	0	0	0	1	1	0	1	1
Merged-chr5-150840213-1	0	1	0	1	1	0	0	0
Merged-chr11-14443499-1	0	1	0	1	1	1	1	1
Merged-chr5-135573138-2	0	0	0	1	0	0	0	0
Merged-chr3-69679965-2	1	0	0	1	1	1	1	0
Merged-chr1-183978805-2	0	1	0	1	1	1	1	0
Merged-chr6-120091121-2	0	0	1	1	1	1	1	0
Merged-chr16-50528916-2	0	0	0	0	0	0	0	0
Merged-chr1-45825354-2	0	0	1	1	1	0	0	0
Merged-chr4-123952227-2	0	0	1	1	1	0	0	0
Merged-chr16-33347359-2	1	1	0	1	1	0	1	0
Merged-chr14-70074559-2	0	0	0	1	0	1	0	1
Merged-chr1-35995388-2	1	0	0	1	1	1	0	1
Merged-chr13-56711987-2	0	0	1	1	0	1	0	0
Merged-chr11-23659049-1	0	0	0	0	1	1	0	0
Merged-chr2-27768056-2	0	0	1	1	1	1	0	0
Merged-chr7-45706065-1	0	0	1	1	0	1	0	0
Merged-chr12-9006346-1	0	1	1	1	0	1	0	0
Merged-chr11-37043930-1	0	0	0	1	0	1	1	0
Merged-chr1-118559910-1	0	1	1	1	1	1	1	0
Merged-chr10-70242896-1	0	0	0	1	1	0	0	1
Merged-chr14-76081972-1	0	1	0	1	1	1	0	0
Merged-chr11-107323436-2	0	0	0	1	0	0	0	0
Merged-chr1-118472690-1	0	1	1	1	1	1	0	0
Merged-chr14-37165445-2	1	0	0	1	0	1	1	0
Merged-chr6-37143991-2	0	1	1	0	0	1	0	0
Merged-chr2-169928574-2	0	0	1	1	1	0	1	0
Merged-chr5-29845248-2	1	0	1	1	0	1	0	0
Merged-chr9-104232189-2	0	1	1	1	1	1	1	0
Merged-chr4-132491934-2	0	1	1	1	1	1	1	0
Merged-chr17-42910663-2	0	1	1	1	0	0	0	0
Merged-chr2-132107172-2	0	0	0	1	1	1	0	0
Merged-chr7-64360362-2	1	1	1	0	0	0	1	0
Merged-chr1-43500296-2	0	1	1	0	1	1	1	0
Merged-chr19-56600957-2	0	1	1	1	1	1	0	0
Merged-chr4-63586151-2	0	0	0	1	1	1	0	0
Merged-chr13-81401961-2	1	0	1	1	0	0	0	0
Merged-chr2-60852088-1	0	0	1	1	0	1	1	0
Merged-chr3-127498353-2	0	0	1	0	0	1	1	0
Merged-chrX-142228645-2	0	0	0	0	0	0	0	0
Merged-chr10-112990916-1	0	0	0	1	0	0	1	0
Merged-chr15-90679352-1	0	0	0	1	0	0	0	0
Merged-chr8-36815081-1	0	1	1	1	1	1	0	0
Merged-chr12-70113000-2	0	1	1	1	0	1	1	0
Merged-chr4-115640779-2	0	0	1	1	1	1	1	0
Merged-chr14-31608940-2	0	1	1	1	1	1	1	0
Merged-chr8-116268878-2	0	0	1	1	1	1	1	0
Merged-chr17-87984647-2	0	0	1	1	0	1	0	0
Merged-chr11-98741782-2	0	0	0	0	0	0	0	0
Merged-chr13-99187665-2	0	1	1	1	1	1	1	0
Merged-chr7-19472660-2	0	0	0	1	1	0	0	1
Merged-chr13-8644107-1	0	1	1	1	1	1	0	0
Merged-chr7-27220192-1	0	1	0	1	1	1	0	0
Merged-chr16-92021200-2	0	1	1	1	1	1	1	1
Merged-chr5-150840772-2	0	0	1	1	0	1	0	0
Merged-chrX-21568186-1	0	0	1	1	1	0	0	0
Merged-chr12-52319272-1	0	1	1	0	1	1	1	0
Merged-chr6-50973995-1	0	1	0	1	1	1	1	0
Merged-chr19-47464519-1	0	0	0	1	0	0	0	0
Merged-chr5-12184569-1	0	1	0	1	1	1	1	0
Merged-chr5-137657236-2	0	0	1	0	1	1	1	0
Merged-chr15-73731071-2	0	0	1	1	0	0	0	0
Merged-chr4-155487953-2	0	0	1	1	1	0	0	0
Merged-chr5-30920721-2	0	0	1	1	1	0	0	1
Merged-chr7-144943505-2	0	0	0	0	0	0	1	0
Merged-chr13-9878960-2	0	0	0	0	0	1	1	0
Merged-chr7-43669219-2	1	0	1	1	0	0	1	0
Merged-chr6-54941351-2	0	0	1	1	1	1	0	0
Merged-chr5-124715327-2	0	1	1	1	0	1	0	0
Merged-chr16-38769731-2	0	0	1	1	1	1	1	0
Merged-chr1-36554740-2	0	0	1	1	0	0	1	0
Merged-chr15-59680805-2	0	1	0	1	0	1	1	0
Merged-chr6-86594843-1	1	1	1	1	0	1	1	0
Merged-chr17-31003395-2	0	1	1	1	0	1	0	0
Merged-chr18-9485451-1	0	1	1	0	0	1	1	0
Merged-chr1-171887332-1	0	1	0	1	1	0	1	0
Merged-chr9-53703172-1	0	0	1	1	1	0	1	0
Merged-chr2-32083733-1	0	0	1	0	0	1	0	0
Merged-chr3-148961087-2	0	0	0	1	1	1	1	0
Merged-chr4-150110527-1	0	0	0	1	1	0	1	0
Merged-chr2-84387557-2	0	0	0	0	1	1	1	0
Merged-chr7-143023673-2	0	1	1	1	1	1	1	0
Merged-chr8-8334633-2	0	1	0	1	1	1	0	0
Merged-chr6-121225126-2	0	0	1	0	0	1	1	0
Merged-chr19-47440242-2	0	1	1	1	0	1	0	0
Merged-chr2-167271305-2	0	1	0	1	0	0	0	0
Merged-chr14-67188878-2	1	0	0	0	1	1	0	0
Merged-chr11-35694875-2	0	1	0	1	0	1	0	0
Merged-chr7-29171263-2	0	0	1	1	0	1	1	0
Merged-chr11-45546112-1	0	0	1	1	1	1	0	0
Merged-chr6-140766571-2	0	1	0	1	1	0	1	0
Merged-chr11-71817624-1	0	0	1	1	1	1	0	0
Merged-chr15-26362300-1	0	1	0	1	0	1	1	1
Merged-chr11-19493211-1	0	0	0	1	0	1	0	0
Merged-chr2-154285517-1	0	0	1	1	0	1	1	0
Merged-chr17-67341670-1	0	0	1	1	0	1	0	0
Merged-chr7-29170486-2	0	0	1	0	0	1	0	0
Merged-chr9-53007611-2	0	1	1	0	1	1	0	0
Merged-chr4-148084394-2	0	0	0	1	1	1	1	0
Merged-chr11-108343932-2	0	0	0	1	0	0	0	0
Merged-chr6-125001348-2	0	0	1	1	0	0	0	0
Merged-chr19-40587181-2	0	0	1	1	0	1	1	1
Merged-chr4-132306177-2	0	1	1	1	0	1	0	0
Merged-chr5-139734311-2	0	0	1	1	0	1	1	0
Merged-chr15-84184135-2	1	0	1	1	1	0	0	0
Merged-chr11-49845391-2	0	1	1	1	1	1	0	0
Merged-chr18-56467373-2	0	0	0	1	0	0	1	0
Merged-chr18-75901603-2	0	0	1	0	0	1	0	0
Merged-chr6-51173054-1	0	0	0	1	0	0	0	0
Merged-chr14-63436427-2	0	0	0	0	0	0	1	0
Merged-chrX-21566856-1	0	0	1	1	0	0	0	0
Merged-chr16-21692932-2	1	1	1	1	0	1	1	0
Merged-chr11-63813025-1	0	1	1	1	0	1	1	0
Merged-chr2-173528737-2	0	1	1	1	1	1	0	0
Merged-chr10-70214538-2	0	1	1	0	1	1	0	1
Merged-chr7-17058282-1	0	0	0	0	1	1	0	0
Merged-chr16-30601543-2	0	0	1	1	0	0	0	0
Merged-chr9-21136106-2	1	0	1	1	0	0	1	0
Merged-chr1-43501817-2	0	1	1	1	0	1	1	1
Merged-chr2-154677265-2	0	1	1	1	0	1	0	0
Merged-chr13-107832995-2	0	0	1	1	1	1	1	0
Merged-chr6-93757565-2	0	1	0	0	0	1	0	0
Merged-chr1-77826353-1	0	0	0	1	1	0	1	0
Merged-chr8-111052348-1	0	0	0	1	0	1	1	0
Merged-chr9-22484786-1	0	1	1	1	1	1	0	0
Merged-chr16-58482846-2	0	1	1	1	0	1	0	0
Merged-chr8-24419508-2	1	1	1	1	1	1	0	0
Merged-chr8-85502601-2	0	1	1	1	1	1	1	0
Merged-chr16-43380117-2	0	1	1	1	1	1	1	0
Merged-chr2-167071882-2	0	0	0	1	0	0	0	0
Merged-chr18-77804839-2	0	0	1	1	1	0	1	0
Merged-chr1-165617356-2	0	1	1	1	1	1	1	0
Merged-chr5-62763317-2	0	1	1	0	1	1	0	0
Merged-chr16-70329271-2	0	1	0	1	1	0	0	0
Merged-chr15-83134891-2	0	1	1	1	0	1	1	0
Merged-chr1-181014928-2	0	1	1	1	1	1	0	1
Merged-chr1-180936942-2	0	0	1	1	0	0	0	0
Merged-chr5-117872328-2	0	1	1	1	0	1	0	0
Merged-chr10-63338478-2	0	0	1	0	0	1	0	0
Merged-chr5-41525157-2	1	0	1	1	1	1	1	0
Merged-chr15-102246517-1	0	0	0	0	0	0	0	0
Merged-chr9-21798548-2	0	0	0	0	0	0	1	0
Merged-chr8-76899649-1	0	0	0	1	1	0	1	0
Merged-chr3-31425533-1	1	0	0	1	0	1	1	0
Merged-chr3-127487459-2	0	0	0	1	0	0	0	0
Merged-chr11-75254739-2	0	1	1	1	1	1	0	0
Merged-chr9-45405756-2	0	0	1	1	1	0	0	0
Merged-chr2-71041510-2	1	1	0	1	0	0	1	0
Merged-chr15-27922360-2	0	0	0	1	0	0	0	0
